Patv,Wspd,Ndir,Pab1,Pab2,Pab3,Target
1549.09,12.64,50.46,1.08,1.08,1.08,1549.09
1528.23,12.69,44.51,1.08,1.08,1.08,1528.23
1545.66,13.02,50.06,1.08,1.08,1.08,1545.66
1542.25,12.68,47.25,1.08,1.08,1.08,1542.25
1535.52,12.65,53.47,1.08,1.08,1.08,1535.52
1548.12,12.53,47.19,1.08,1.08,1.08,1548.12
1541.3,12.55,49.76,1.08,1.08,1.08,1541.3
1537.33,12.11,57.61,1.07,1.07,1.07,1537.33
1535.8,11.81,47.09,1.06,1.06,1.06,1535.8
1508.34,11.6,51.72,1.05,1.05,1.05,1508.34
1454.43,10.7,51.23,1.03,1.03,1.03,1454.43
1484.15,11.21,53.67,1.03,1.03,1.03,1484.15
1421.67,10.7,44.62,1.02,1.02,1.02,1421.67
1376.67,10.35,45.54,1.01,1.01,1.01,1376.67
1403.2,10.46,41.48,1.01,1.01,1.01,1403.2
1432.98,10.94,53.38,1.03,1.03,1.03,1432.98
1217.49,9.29,50.54,1,1,1,1217.49
1226.49,9.46,55.19,1.01,1.01,1.01,1226.49
1170.47,9.29,56.01,1.01,1.01,1.01,1170.47
1248.72,9.8,57.03,1.01,1.01,1.01,1248.72
909.24,8.04,50.1,1,1,1,909.24
976.12,8.48,47.6,1,1,1,976.12
1032.1,8.72,50.69,1,1,1,1032.1
920.02,8.12,54.76,1,1,1,920.02
641.61,6.96,53.41,1,1,1,641.61
810.13,7.45,56.23,1,1,1,810.13
687.06,7.27,50.57,1,1,1,687.06
472.67,5.97,55.49,1,1,1,472.67
645.02,6.7,47.21,1,1,1,645.02
512,6.11,46.92,1,1,1,512
495.29,6.18,62.29,1,1,1,495.29
458.63,6.09,44.4,1,1,1,458.63
491.58,6.01,37.13,0.99,0.99,0.99,491.58
436.32,5.85,55.09,0.99,0.99,0.99,436.32
414.8,5.47,51.08,1,1,1,414.8
427.89,5.67,48.38,0.99,0.99,0.99,427.89
434.48,5.95,60.55,0.99,0.99,0.99,434.48
382.58,5.45,53.58,0.99,0.99,0.99,382.58
489.54,6.21,55.69,1,1,1,489.54
565.94,6.53,54.78,0.99,0.99,0.99,565.94
442.22,5.95,55.29,1,1,1,442.22
379.68,5.5,61.43,0.99,0.99,0.99,379.68
366.42,5.44,54.47,0.99,0.99,0.99,366.42
402.37,5.82,69.04,0.99,0.99,0.99,402.37
294.14,5.03,67.23,0.99,0.99,0.99,294.14
387.23,5.73,64.86,0.99,0.99,0.99,387.23
340.66,5.37,71.53,0.99,0.99,0.99,340.66
413.34,5.99,70,0.99,0.99,0.99,413.34
471.07,6.26,69.28,1,1,1,471.07
440.83,6.14,69.28,1,1,1,440.83
405.66,6.02,69.28,0.99,0.99,0.99,405.66
297.2,5.2,69.28,0.99,0.99,0.99,297.2
276.93,5.08,62.18,0.99,0.99,0.99,276.93
238.54,4.76,61.69,0.99,0.99,0.99,238.54
303.17,5.35,54.06,0.99,0.99,0.99,303.17
320.32,5.42,49.61,0.99,0.99,0.99,320.32
280.08,5.04,42.94,0.99,0.99,0.99,280.08
227.73,4.59,34.56,0.99,0.99,0.99,227.73
488.45,6.28,12.21,0.99,0.99,0.99,488.45
802.05,7.78,9.25,1,1,1,802.05
1074.46,8.83,12.2,1,1,1,1074.46
1079.95,9.07,17.79,1,1,1,1079.95
1033.42,8.71,19.79,1,1,1,1033.42
1095.11,8.99,19.86,1,1,1,1095.11
1154.13,9.07,19.86,1,1,1,1154.13
1191.08,9.33,16.73,1,1,1,1191.08
1184.36,9.25,12.31,1,1,1,1184.36
1102.85,8.85,12.3,1,1,1,1102.85
1174.65,9.21,12.3,1,1,1,1174.65
1240.05,9.39,12.3,1,1,1,1240.05
1288.81,9.66,12.3,1,1,1,1288.81
1344.52,9.83,12.3,1,1,1,1344.52
1280.48,9.63,12.3,1,1,1,1280.48
1326.87,9.72,12.3,1,1,1,1326.87
1414.53,10.17,12.3,1,1,1,1414.53
1426.46,10.17,8.04,1,1,1,1426.46
1406.81,10.06,4.71,1,1,1,1406.81
1396.23,9.99,4.71,1,1,1,1396.23
1417.01,10.13,4.71,1,1,1,1417.01
1474.1,10.63,4.71,1,1,1,1474.1
1465.14,10.53,4.71,1,1,1,1465.14
1541,11.31,6.94,1.03,1.03,1.03,1541
1550.26,11.54,12.34,1.05,1.05,1.05,1550.26
1544.44,11.33,12.36,1.04,1.04,1.04,1544.44
1536.32,10.97,12.37,1.03,1.03,1.03,1536.32
1549.8,11.39,12.38,1.05,1.05,1.05,1549.8
1526.47,10.96,12.4,1.03,1.03,1.03,1526.47
1492.88,10.46,12.4,1,1,1,1492.88
1504.41,10.64,12.4,1.01,1.01,1.01,1504.41
1509.09,10.67,12.4,1.01,1.01,1.01,1509.09
1508.65,10.73,12.4,1.01,1.01,1.01,1508.65
1521.76,10.8,12.4,1.02,1.02,1.02,1521.76
1519.59,10.88,12.4,1.02,1.02,1.02,1519.59
1398.11,10.48,10.43,1.03,1.03,1.03,1398.11
1360.73,9.9,4.78,1,1,1,1360.73
1408.29,10.14,4.08,1,1,1,1408.29
1408.19,10.07,1.38,1,1,1,1408.19
1479.93,10.49,4.77,1,1,1,1479.93
1550.02,11.34,6.24,1.04,1.04,1.04,1550.02
1539.82,11.34,12.44,1.03,1.03,1.03,1539.82
1549.84,11.39,12.44,1.03,1.03,1.03,1549.84
1533.18,11.31,12.44,1.02,1.02,1.02,1533.18
1494.68,10.88,12.44,1,1,1,1494.68
1460.18,10.64,11.13,1,1,1,1460.18
1466.24,10.86,7.27,1.01,1.01,1.01,1466.24
1543.35,11.5,10.98,1.04,1.04,1.04,1543.35
1546.78,11.42,12.51,1.03,1.03,1.03,1546.78
1422.55,10.52,8.42,1.02,1.02,1.02,1422.55
1209.65,9.31,12.6,1,1,1,1209.65
1397.94,10.06,12.61,1,1,1,1397.94
1464.29,10.98,7.86,1.03,1.03,1.03,1464.29
1550.32,12.8,4.98,1.08,1.08,1.08,1550.32
1440.22,10.69,2.8,1.01,1.01,1.01,1440.22
1507.14,11.04,-2.61,1.03,1.03,1.03,1507.14
1522.57,12.22,-2.63,1.07,1.07,1.07,1522.57
1482.85,11.98,-2.64,1.07,1.07,1.07,1482.85
1482.13,11.6,-2.64,1.06,1.06,1.06,1482.13
1411.06,10.44,-2.65,1.02,1.02,1.02,1411.06
1465.99,11.4,-2.68,1.05,1.05,1.05,1465.99
1483.45,12.72,-2.68,1.09,1.09,1.09,1483.45
1476.88,12.68,-2.68,1.08,1.08,1.08,1476.88
1460.64,13.09,-2.68,1.1,1.1,1.1,1460.64
1533.1,13.83,-2.68,1.11,1.11,1.11,1533.1
1541.85,14.3,-2.68,1.12,1.12,1.12,1541.85
1535.86,12.81,-2.68,1.09,1.09,1.09,1535.86
1516.43,11.01,-2.68,1.03,1.03,1.03,1516.43
1543.78,12.72,-2.68,1.08,1.08,1.08,1543.78
1508.18,12.18,-2.68,1.08,1.08,1.08,1508.18
1493.89,11.07,-2.68,1.04,1.04,1.04,1493.89
1517.56,12.07,2.86,1.07,1.07,1.07,1517.56
1515.91,10.98,0.59,1.04,1.04,1.04,1515.91
1396.63,10.24,0.69,1.01,1.01,1.01,1396.63
1529.52,11.74,12.39,1.06,1.06,1.06,1529.52
1537.95,12.24,12.78,1.07,1.07,1.07,1537.95
1515.85,12.26,12.78,1.07,1.07,1.07,1515.85
1518.48,11.87,20.13,1.06,1.06,1.06,1518.48
1512.33,11.44,21.03,1.04,1.04,1.04,1512.33
1489.15,11.58,20.81,1.06,1.06,1.06,1489.15
1470.04,11.59,21.37,1.05,1.05,1.05,1470.04
1490.43,11.91,27.05,1.06,1.06,1.06,1490.43
1534.06,12.57,23.49,1.08,1.08,1.08,1534.06
1534.51,12.86,27.15,1.09,1.09,1.09,1534.51
1518.18,11.92,24.98,1.06,1.06,1.06,1518.18
1548.72,12.7,26.19,1.08,1.08,1.08,1548.72
1537.17,12.72,23.46,1.08,1.08,1.08,1537.17
1537.67,12.3,23.42,1.07,1.07,1.07,1537.67
1501.7,12,28.72,1.05,1.05,1.05,1501.7
1510.87,11.77,28.74,1.05,1.05,1.05,1510.87
1498.39,12.01,24.36,1.05,1.05,1.05,1498.39
1493.51,11.8,36.57,1.05,1.05,1.05,1493.51
1445.7,11.26,34.42,1.04,1.04,1.04,1445.7
1506.21,11.98,29.81,1.04,1.04,1.04,1506.21
1433.42,11.31,22.82,1.04,1.04,1.04,1433.42
1491.39,11.44,18.88,1.04,1.04,1.04,1491.39
1435.32,10.88,26.55,1.03,1.03,1.03,1435.32
1482.57,11.63,21.99,1.04,1.04,1.04,1482.57
1433.16,11.21,30.98,1.03,1.03,1.03,1433.16
1375.1,10.41,21.21,1.01,1.01,1.01,1375.1
1459.32,11.1,32.7,1.03,1.03,1.03,1459.32
1321.73,10.04,27.45,1.01,1.01,1.01,1321.73
1327.5,10.15,30.68,1.02,1.02,1.02,1327.5
1394.75,10.72,21.69,1.02,1.02,1.02,1394.75
1214.68,9.47,18.4,1.01,1.01,1.01,1214.68
1350.54,10.37,19.37,1.02,1.02,1.02,1350.54
1248.05,9.77,20.55,1.02,1.02,1.02,1248.05
1205.75,9.5,24.07,1.01,1.01,1.01,1205.75
1179.16,9.3,19.43,1,1,1,1179.16
1323.64,9.93,19.71,1.01,1.01,1.01,1323.64
1243.01,9.51,10.12,1,1,1,1243.01
1132.48,9.03,15.83,1,1,1,1132.48
1048.09,8.67,11.93,1,1,1,1048.09
913.64,7.99,11.35,1,1,1,913.64
842.34,7.85,10.66,1,1,1,842.34
979.61,8.32,14.34,1,1,1,979.61
895.58,8.07,16.23,1,1,1,895.58
1262.39,9.7,15.26,1.01,1.01,1.01,1262.39
792.45,8.12,39.17,1.01,1.01,1.01,792.45
708.41,7.15,-26.92,1,1,1,708.41
487.4,5.94,-50.69,0.99,0.99,0.99,487.4
200.65,4,-79.22,0.99,0.99,0.99,200.65
19,1.57,-59.8,1.31,1.31,1.31,19
-0.3,2.98,-46.79,1.9,1.9,1.9,-0.3
-0.3,1.52,26.36,1.9,1.9,1.9,-0.3
-0.3,0.84,29.39,1.9,1.9,1.9,-0.3
-0.3,1.47,29.39,1.9,1.9,1.9,-0.3
184.68,5.17,45.07,1.58,1.58,1.58,184.68
1259.78,10.02,55.21,1.02,1.02,1.02,1259.78
1108.19,8.56,60.43,1,1,1,1108.19
365.6,4.64,68.34,0.99,0.99,0.99,365.6
316.98,4.67,66.46,0.99,0.99,0.99,316.98
232.56,4.19,83.95,0.99,0.99,0.99,232.56
35.86,2,89.9,0.99,0.99,0.99,35.86
7.22,1.63,133.91,1,1,1,7.22
64.66,2.48,177.82,1.02,1.02,1.02,64.66
41.48,2.12,188.76,0.99,0.99,0.99,41.48
889.53,8.08,168.77,1.02,1.02,1.02,889.53
1550.21,13.3,187.33,1.1,1.1,1.1,1550.21
1550.03,14.13,189.95,1.11,1.11,1.11,1550.03
1549.23,14.4,189.95,1.11,1.11,1.11,1549.23
1549.56,12.6,189.95,1.08,1.08,1.08,1549.56
1131.17,8.88,183.74,1.01,1.01,1.01,1131.17
870.27,7.46,181.96,1,1,1,870.27
400.06,5.42,186.72,0.99,0.99,0.99,400.06
878.75,7.64,201.17,1,1,1,878.75
1288.2,9.49,204.48,1.01,1.01,1.01,1288.2
1085.93,8.52,206.62,1,1,1,1085.93
1080.36,8.54,204.26,1,1,1,1080.36
873.69,7.73,204.26,1,1,1,873.69
754.98,7.24,203.99,1,1,1,754.98
506.25,6.05,196.04,0.99,0.99,0.99,506.25
361.97,5.06,186.38,0.99,0.99,0.99,361.97
474.46,5.9,187.02,0.99,0.99,0.99,474.46
572.31,6.34,184.73,1,1,1,572.31
512.1,5.94,194.35,0.99,0.99,0.99,512.1
416.95,5.47,192.14,0.99,0.99,0.99,416.95
367.68,5.14,192.4,0.99,0.99,0.99,367.68
545.13,6.12,195.58,1,1,1,545.13
736.93,6.98,195.58,1,1,1,736.93
1159.05,8.99,195.58,1,1,1,1159.05
1046.77,8.5,200.65,1,1,1,1046.77
909.39,7.82,203.67,1,1,1,909.39
701.9,6.92,210.91,1,1,1,701.9
601.32,6.24,210.92,1,1,1,601.32
880.39,7.47,210.93,1,1,1,880.39
958.45,7.94,203.89,1,1,1,958.45
759.26,7.2,203.32,1,1,1,759.26
816.4,7.5,203.3,1,1,1,816.4
772.76,7.31,202.29,1,1,1,772.76
608.54,6.6,195.68,1,1,1,608.54
628.6,6.76,198.95,1,1,1,628.6
755.11,7.37,204.11,1,1,1,755.11
681.39,6.92,204.1,1,1,1,681.39
301.88,4.89,204.1,0.99,0.99,0.99,301.88
256.44,4.39,198.58,0.99,0.99,0.99,256.44
179.99,3.97,187.46,0.99,0.99,0.99,179.99
276.33,4.8,179.08,0.99,0.99,0.99,276.33
114.5,3,170.79,0.99,0.99,0.99,114.5
-0.62,1.16,170.79,1.01,1.01,1.01,-0.62
-0.3,2.57,170.79,1.86,1.86,1.86,-0.3
160.45,4.58,188.2,1.22,1.22,1.22,160.45
260.3,4.65,180.29,0.99,0.99,0.99,260.3
41.24,1.95,179.78,1.27,1.27,1.27,41.24
-0.3,1.86,179.78,1.9,1.9,1.9,-0.3
-0.3,2.38,179.78,1.9,1.9,1.9,-0.3
-0.3,2.58,179.78,1.9,1.9,1.9,-0.3
-0.3,2.23,179.78,1.9,1.9,1.9,-0.3
-0.3,1.78,179.78,1.9,1.9,1.9,-0.3
-0.3,1.66,179.78,1.9,1.9,1.9,-0.3
-0.3,1.59,179.78,1.9,1.9,1.9,-0.3
-0.3,1.66,179.78,1.9,1.9,1.9,-0.3
-0.3,1.7,179.78,1.9,1.9,1.9,-0.3
-0.3,1.55,179.78,1.9,1.9,1.9,-0.3
-0.3,1.53,179.78,1.9,1.9,1.9,-0.3
-0.3,1.57,179.78,1.9,1.9,1.9,-0.3
-0.3,2.47,179.78,1.9,1.9,1.9,-0.3
-0.3,2.39,179.78,1.9,1.9,1.9,-0.3
-0.3,1.65,179.78,1.9,1.9,1.9,-0.3
-0.3,2.08,179.78,1.9,1.9,1.9,-0.3
-0.3,1.68,179.78,1.9,1.9,1.9,-0.3
-0.3,1.54,179.78,1.9,1.9,1.9,-0.3
-0.3,1.51,179.78,1.9,1.9,1.9,-0.3
-0.3,1.66,179.78,1.9,1.9,1.9,-0.3
-0.3,0.99,179.78,1.9,1.9,1.9,-0.3
-0.3,0.94,179.78,1.9,1.9,1.9,-0.3
-0.3,1.1,179.78,1.9,1.9,1.9,-0.3
-0.3,1.25,179.78,1.9,1.9,1.9,-0.3
-0.3,1.08,179.78,1.9,1.9,1.9,-0.3
-0.3,1.17,179.78,1.9,1.9,1.9,-0.3
-0.3,1.11,179.78,1.9,1.9,1.9,-0.3
-0.3,1.27,179.78,1.9,1.9,1.9,-0.3
-0.3,1.19,179.78,1.9,1.9,1.9,-0.3
-0.3,1.04,179.78,1.9,1.9,1.9,-0.3
-0.3,0.92,179.78,1.9,1.9,1.9,-0.3
-0.3,1.44,179.78,1.9,1.9,1.9,-0.3
-0.3,2.78,179.6,1.9,1.9,1.9,-0.3
-0.31,3.53,75.15,1.78,1.78,1.78,-0.31
193.28,3.86,18.71,0.99,0.99,0.99,193.28
198.46,3.97,15.8,0.99,0.99,0.99,198.46
282.84,4.49,15.12,0.99,0.99,0.99,282.84
162.82,3.38,14.45,0.99,0.99,0.99,162.82
326.53,5.02,3.6,0.99,0.99,0.99,326.53
253.68,4.17,4.09,0.99,0.99,0.99,253.68
413.08,5.51,17.06,0.99,0.99,0.99,413.08
212.05,4.03,11.68,0.99,0.99,0.99,212.05
268.99,4.4,43.43,0.99,0.99,0.99,268.99
314.58,4.91,27.38,0.99,0.99,0.99,314.58
225.37,4.12,25.55,0.99,0.99,0.99,225.37
72.57,2.49,30.87,1.15,1.15,1.15,72.57
18.01,3.82,28.74,1.73,1.73,1.73,18.01
136.33,3.57,32.45,0.99,0.99,0.99,136.33
139.06,3.32,30.63,0.99,0.99,0.99,139.06
212.2,4.41,38.46,0.99,0.99,0.99,212.2
576.87,6.19,36.3,0.99,0.99,0.99,576.87
316.26,4.43,45.48,1,1,1,316.26
323.19,4.65,44.47,0.99,0.99,0.99,323.19
261.46,3.94,46.52,1,1,1,261.46
255.12,4.21,32.14,0.99,0.99,0.99,255.12
318.24,4.65,25.33,0.99,0.99,0.99,318.24
385.22,5.35,49.77,0.99,0.99,0.99,385.22
356.88,4.88,52.92,1,1,1,356.88
277.17,4.27,32.78,0.99,0.99,0.99,277.17
232.64,3.67,27.8,0.99,0.99,0.99,232.64
216.75,3.6,45.06,0.99,0.99,0.99,216.75
207.99,3.73,40.57,0.99,0.99,0.99,207.99
303.85,4.44,43.46,0.99,0.99,0.99,303.85
255.03,4.37,39.87,0.99,0.99,0.99,255.03
182.09,3.73,24.36,0.99,0.99,0.99,182.09
218.04,3.72,28.9,0.99,0.99,0.99,218.04
395.54,5.22,41.21,0.99,0.99,0.99,395.54
249.26,4.05,68.7,0.99,0.99,0.99,249.26
274.94,4.48,36.07,0.99,0.99,0.99,274.94
98.29,2.77,39.58,0.99,0.99,0.99,98.29
256.56,4.45,65.06,0.99,0.99,0.99,256.56
217.08,4.08,64.2,0.99,0.99,0.99,217.08
192.76,3.79,60.38,1,1,1,192.76
415.28,5.61,43.94,1.01,1.01,1.01,415.28
260.02,4.49,37.6,0.99,0.99,0.99,260.02
103.03,2.86,72.61,0.99,0.99,0.99,103.03
237.72,4.17,55.73,0.99,0.99,0.99,237.72
208.02,4.13,66.62,0.99,0.99,0.99,208.02
141.4,3.3,34.6,0.99,0.99,0.99,141.4
158.54,3.31,46.01,1.01,1.01,1.01,158.54
146.63,3.29,61.2,0.99,0.99,0.99,146.63
245.45,4.51,78.23,0.99,0.99,0.99,245.45
71.2,2.43,73.18,0.99,0.99,0.99,71.2
117.95,3.2,75.37,0.99,0.99,0.99,117.95
384.63,5.46,66.35,0.99,0.99,0.99,384.63
107.95,2.75,66.97,0.99,0.99,0.99,107.95
251.98,4.32,80.48,0.99,0.99,0.99,251.98
101.52,2.82,64.32,0.99,0.99,0.99,101.52
217.52,3.9,76.53,0.99,0.99,0.99,217.52
141.67,3.33,83.01,0.99,0.99,0.99,141.67
207.53,4.17,63.05,0.99,0.99,0.99,207.53
119.3,3.03,71.06,0.99,0.99,0.99,119.3
176.53,3.72,61.95,0.99,0.99,0.99,176.53
175.12,3.82,74.32,0.99,0.99,0.99,175.12
204.01,3.99,67.14,0.99,0.99,0.99,204.01
128.46,3.3,69.4,0.99,0.99,0.99,128.46
150.33,3.44,76.85,0.99,0.99,0.99,150.33
101.71,2.78,64.63,0.99,0.99,0.99,101.71
121.11,3.65,59.13,0.99,0.99,0.99,121.11
967.81,8.37,-19.21,1,1,1,967.81
822.98,7.63,-20.1,1,1,1,822.98
1018.96,8.52,-20.08,1,1,1,1018.96
878.18,7.87,-20.07,1,1,1,878.18
882.91,7.9,-20.07,1,1,1,882.91
963.63,8.18,-24.01,1,1,1,963.63
1033.19,8.49,-27.69,1,1,1,1033.19
838.42,7.74,-24.47,1,1,1,838.42
677.64,7.1,-20.1,1,1,1,677.64
767.26,7.41,-29.77,1,1,1,767.26
972.6,8.15,-35.31,1,1,1,972.6
673.06,6.87,-30.07,1,1,1,673.06
633.47,6.92,-27.69,1,1,1,633.47
618.39,6.86,-31.57,1,1,1,618.39
586.01,6.54,-35.29,1,1,1,586.01
392.16,5.52,-35.29,0.99,0.99,0.99,392.16
272.52,4.75,-35.29,0.99,0.99,0.99,272.52
249.03,4.61,-35.29,0.99,0.99,0.99,249.03
514.74,6.26,-39.41,1,1,1,514.74
713.14,7.12,-42.22,1,1,1,713.14
312.51,4.63,-41.11,0.99,0.99,0.99,312.51
407.99,5.51,-51.89,0.99,0.99,0.99,407.99
358.55,5.05,-67.47,0.99,0.99,0.99,358.55
530.25,6.18,-57.59,1,1,1,530.25
227.81,3.82,-42.72,0.99,0.99,0.99,227.81
151.31,3.31,-37.7,0.99,0.99,0.99,151.31
117.38,3.59,-28.64,1.09,1.09,1.09,117.38
0,1.65,36.1,1.87,1.87,1.87,0
0,3.24,24.73,1.89,1.89,1.89,0
118.97,3.17,-15.58,1.02,1.02,1.02,118.97
16.91,1.4,-37.1,1.02,1.02,1.02,16.91
236.71,4.48,-11.94,0.99,0.99,0.99,236.71
178.35,3.6,-20.3,0.99,0.99,0.99,178.35
148.34,3.38,-26.34,0.99,0.99,0.99,148.34
152.25,3.25,-23.05,0.99,0.99,0.99,152.25
79.48,2.25,-27.09,0.99,0.99,0.99,79.48
217.6,3.91,-34.3,0.99,0.99,0.99,217.6
473.66,6.15,-23.79,0.99,0.99,0.99,473.66
744.82,7.08,-19.68,1,1,1,744.82
426.07,5.66,-12.71,0.99,0.99,0.99,426.07
450.27,5.92,-12.71,0.99,0.99,0.99,450.27
585.94,6.41,-17.51,1,1,1,585.94
630.22,6.77,-17.74,1,1,1,630.22
978.46,7.61,-26.51,1,1,1,978.46
880.05,7.03,-28.68,1,1,1,880.05
935.82,8.09,-20.38,1,1,1,935.82
587.6,8.01,-20.34,1.38,1.38,1.38,587.6
-0.3,7.72,-20.34,1.9,1.9,1.9,-0.3
-0.3,6.78,-20.34,1.9,1.9,1.9,-0.3
-0.3,5.8,-20.34,1.9,1.9,1.9,-0.3
-0.3,5.43,-20.34,1.9,1.9,1.9,-0.3
-0.3,6.73,-20.34,1.9,1.9,1.9,-0.3
-0.3,6.53,-20.34,1.9,1.9,1.9,-0.3
-0.3,6.65,-20.34,1.9,1.9,1.9,-0.3
-0.3,5.73,-20.34,1.9,1.9,1.9,-0.3
-0.31,5.04,-17.26,1.86,1.86,1.86,-0.31
266.12,4.8,-3.36,1,1,1,266.12
171.21,3.79,-3.36,0.99,0.99,0.99,171.21
121.27,3.25,5.02,0.99,0.99,0.99,121.27
166.4,3.77,1.71,0.99,0.99,0.99,166.4
189.33,4.01,8.65,0.99,0.99,0.99,189.33
159.31,3.59,-2.25,0.99,0.99,0.99,159.31
1.12,1.06,-3.73,1.56,1.56,1.56,1.12
-0.3,0.91,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.03,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.96,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.22,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.26,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.81,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.42,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.18,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.24,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.25,-3.73,1.9,1.9,1.9,-0.3
-0.3,0.47,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.14,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.15,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.44,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.46,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.84,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.54,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.64,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.95,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.27,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.03,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.53,-3.73,1.9,1.9,1.9,-0.3
-0.3,1.84,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.32,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.66,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.7,-3.73,1.9,1.9,1.9,-0.3
-0.3,2.76,27.23,1.88,1.88,1.88,-0.3
-0.3,2.1,57.39,1.9,1.9,1.9,-0.3
43.01,3.19,46.82,1.34,1.34,1.34,43.01
55.36,2.49,51.23,0.99,0.99,0.99,55.36
59.03,2.53,65.51,0.99,0.99,0.99,59.03
62.06,2.28,72.33,1.16,1.16,1.16,62.06
-0.3,2.5,72.33,1.9,1.9,1.9,-0.3
-0.3,2.37,72.33,1.9,1.9,1.9,-0.3
-0.3,1.51,72.33,1.9,1.9,1.9,-0.3
-0.3,1.81,72.33,1.9,1.9,1.9,-0.3
-0.3,1.53,72.33,1.9,1.9,1.9,-0.3
-0.3,1.6,72.33,1.9,1.9,1.9,-0.3
-0.3,1.71,72.33,1.9,1.9,1.9,-0.3
-0.3,2.13,72.33,1.9,1.9,1.9,-0.3
-0.3,1.35,72.33,1.9,1.9,1.9,-0.3
-0.3,1.12,72.33,1.9,1.9,1.9,-0.3
-0.3,1.3,72.33,1.9,1.9,1.9,-0.3
-0.3,0.48,72.33,1.9,1.9,1.9,-0.3
-0.3,2.32,72.33,1.9,1.9,1.9,-0.3
-0.3,2.18,72.33,1.9,1.9,1.9,-0.3
-0.3,1.37,72.33,1.9,1.9,1.9,-0.3
-0.3,1,72.33,1.9,1.9,1.9,-0.3
-0.3,1.69,72.33,1.9,1.9,1.9,-0.3
-0.3,2.39,72.33,1.9,1.9,1.9,-0.3
-0.3,1.94,72.33,1.9,1.9,1.9,-0.3
-0.3,2.17,72.33,1.9,1.9,1.9,-0.3
-0.3,2.4,72.33,1.9,1.9,1.9,-0.3
-0.3,2.51,72.33,1.9,1.9,1.9,-0.3
-0.3,3.41,87.77,1.9,1.9,1.9,-0.3
-0.3,1.5,173.32,1.68,1.68,1.68,-0.3
-0.3,2.5,170.92,1.9,1.9,1.9,-0.3
-0.33,3.78,164.19,1.8,1.8,1.8,-0.33
63.05,2.65,166.54,1.01,1.01,1.01,63.05
51.71,2.35,158.08,1.24,1.24,1.24,51.71
-0.31,3.16,151.68,1.74,1.74,1.74,-0.31
99.27,3.13,131.75,1,1,1,99.27
7.11,3.47,158.3,1.42,1.42,1.42,7.11
-0.93,2.04,174.53,1.65,1.65,1.65,-0.93
168.55,4.42,181.25,1.24,1.24,1.24,168.55
219.61,3.98,207.83,0.99,0.99,0.99,219.61
235.16,4.3,236.65,0.99,0.99,0.99,235.16
177.65,3.72,268.5,0.99,0.99,0.99,177.65
266.35,4.43,292.01,0.99,0.99,0.99,266.35
463.15,5.54,312.08,1,1,1,463.15
103.2,2.76,282.88,0.99,0.99,0.99,103.2
362.4,5,238.74,1,1,1,362.4
371.69,4.9,219.29,0.99,0.99,0.99,371.69
29.82,1.98,215.39,1.15,1.15,1.15,29.82
-0.3,0.92,252.05,1.9,1.9,1.9,-0.3
-0.3,0.51,252.05,1.9,1.9,1.9,-0.3
-0.3,0.59,252.05,1.9,1.9,1.9,-0.3
-0.3,1.16,252.05,1.9,1.9,1.9,-0.3
-0.3,1.44,252.05,1.9,1.9,1.9,-0.3
-0.3,1.45,252.05,1.9,1.9,1.9,-0.3
-0.3,2.63,252.16,1.9,1.9,1.9,-0.3
57.67,3.82,323.55,1.41,1.41,1.41,57.67
29.74,1.92,336.92,0.99,0.99,0.99,29.74
48.63,2.09,357.19,0.99,0.99,0.99,48.63
92.89,2.95,379.7,0.99,0.99,0.99,92.89
93.38,2.63,401.45,0.99,0.99,0.99,93.38
49.68,1.91,403.85,0.99,0.99,0.99,49.68
44.15,1.87,408.24,0.99,0.99,0.99,44.15
79.94,2.37,409.65,0.99,0.99,0.99,79.94
75.69,2.36,416.51,0.99,0.99,0.99,75.69
94.07,2.63,417.52,0.99,0.99,0.99,94.07
71.03,2.11,429.08,0.99,0.99,0.99,71.03
104.93,2.85,439.7,0.99,0.99,0.99,104.93
160.61,3.42,438.48,0.99,0.99,0.99,160.61
68.36,2.4,453.28,0.99,0.99,0.99,68.36
62.46,2.58,470.12,0.99,0.99,0.99,62.46
28.39,1.97,484.46,0.99,0.99,0.99,28.39
30.35,1.89,493.34,0.99,0.99,0.99,30.35
