Patv,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv
1412.74,9.93,-2.83,22.96,37.63,36.21,1.01,1.01,1.01,-0.24
1433.12,10.06,2.09,23.1,37.63,30.27,1,1,1,-0.2
1471.25,10.44,-4.39,23.16,37.72,40.26,1.01,1.01,1.01,-0.16
1497.17,10.75,-0.99,23.29,37.94,31.96,1.03,1.03,1.03,-0.19
1473.44,10.3,2.81,23.47,38.05,34.5,1.01,1.01,1.01,-0.23
1541.39,11.37,-2.18,23.71,38.19,42.37,1.04,1.04,1.04,-0.21
1506.64,10.55,-1.82,23.93,38.29,38.07,1.02,1.02,1.02,-0.2
1467.21,10.95,0.66,24.13,38.59,34.86,1.04,1.04,1.04,-0.22
1519.19,11.59,3.16,24.36,38.75,34.84,1.05,1.05,1.05,-0.2
1485.11,10.98,-0.17,24.54,38.9,34.84,1.04,1.04,1.04,-0.21
1519.26,11.88,0.66,24.77,39.01,34.84,1.07,1.07,1.07,-0.23
1512.91,11.97,1.41,24.93,39.15,34.84,1.07,1.07,1.07,-0.18
1513.59,11.9,-0.32,25.19,39.34,34.84,1.07,1.07,1.07,-0.23
1532.98,12.25,1.47,25.4,39.54,41.4,1.07,1.07,1.07,-0.25
1533.87,12.31,-0.89,25.64,39.44,41.54,1.07,1.07,1.07,-0.25
1542.67,12.4,-2.04,25.86,39.49,40.91,1.07,1.07,1.07,-0.22
1537.7,12.06,1.95,26.02,39.74,38.7,1.06,1.06,1.06,-0.25
1531.4,11.76,0.33,26.22,39.89,44.8,1.06,1.06,1.06,-0.2
1545.96,12.11,0.65,26.46,40.11,45.68,1.07,1.07,1.07,-0.22
1527.88,11.78,-0.4,26.67,40.4,41.08,1.05,1.05,1.05,-0.22
1526.19,11.73,1.52,26.83,40.42,42.71,1.05,1.05,1.05,-0.23
1513.23,11.31,-0.94,27.07,40.6,50.59,1.04,1.04,1.04,-0.22
1532.79,11.95,0.36,27.33,41.02,49.71,1.06,1.06,1.06,-0.18
1472.91,11.05,-0.04,27.52,41.03,50.81,1.03,1.03,1.03,-0.24
1476.78,11.24,-0.14,27.73,41.22,46.87,1.04,1.04,1.04,-0.2
1467.35,11.28,-0.83,27.97,41.46,49.18,1.03,1.03,1.03,-0.21
1470.05,11.43,0.35,28.04,41.53,42,1.04,1.04,1.04,-0.2
1462.09,11.19,0.42,28.21,41.6,53.93,1.05,1.05,1.05,-0.14
1522.07,11.48,-1.4,28.35,41.78,48.49,1.04,1.04,1.04,-0.22
1504.42,11.79,-0.78,28.54,42,42.5,1.05,1.05,1.05,-0.25
1474.85,11.04,-1.73,28.72,42.19,43.29,1.03,1.03,1.03,-0.2
1381.91,10.43,1.29,28.92,42.29,48.08,1.02,1.02,1.02,-0.2
1367.64,10.21,1.15,29.13,42.4,49.08,1.02,1.02,1.02,-0.23
1377.27,10.32,-4.71,29.2,42.53,48.99,1.02,1.02,1.02,-0.21
1404.11,10.54,-0.25,29.38,42.76,60.12,1.02,1.02,1.02,-0.29
1350.66,10.16,0.36,29.43,42.92,51.29,1.02,1.02,1.02,-0.18
1349.24,9.94,1.22,29.4,42.87,48.16,1.01,1.01,1.01,-0.24
1319.8,9.74,0.43,29.31,42.72,52.25,1.01,1.01,1.01,-0.31
1429.52,10.53,-0.74,29.4,42.82,56.42,1.02,1.02,1.02,-0.22
1448.48,10.71,-0.19,29.4,42.78,57.19,1.02,1.02,1.02,-0.21
1409.96,10.33,0.39,29.46,42.67,55.76,1.02,1.02,1.02,-0.18
1521.61,12.05,-0.86,29.44,42.95,61.68,1.06,1.06,1.06,-0.19
1512.73,11.62,-0.22,29.32,42.98,59.8,1.04,1.04,1.04,-0.22
1477.55,10.74,-1.75,29.22,42.9,52.35,1.02,1.02,1.02,-0.22
1511.29,11.18,0.55,29.31,42.92,53.22,1.02,1.02,1.02,-0.22
1522.37,11.57,-1.11,29.29,43.02,53.89,1.04,1.04,1.04,-0.26
1531.61,11.75,-3.31,29.27,42.99,48.09,1.05,1.05,1.05,-0.19
1509.51,11.43,-0.54,29.33,43.01,44.89,1.04,1.04,1.04,-0.21
1500.73,11.13,-1.6,29.44,43.03,43.06,1.03,1.03,1.03,-0.2
1507.76,11.23,-0.88,29.4,43.24,44.9,1.04,1.04,1.04,-0.19
1467.65,10.82,0.33,29.36,43.21,46.59,1.03,1.03,1.03,-0.25
1516.53,11.36,-1.06,29.27,43.2,47.13,1.03,1.03,1.03,-0.21
1508.75,11.14,-0.24,29.2,43.16,41.63,1.04,1.04,1.04,-0.23
1490.34,11,0.35,29.2,43.04,41.62,1.03,1.03,1.03,-0.22
1481.3,11.04,1.5,29.13,43.14,42.79,1.03,1.03,1.03,-0.2
1489.68,11.12,-0.42,29,42.99,48.52,1.03,1.03,1.03,-0.21
1530.56,11.72,1.64,28.88,42.92,52.29,1.05,1.05,1.05,-0.24
1521.49,11.54,-0.95,28.79,42.8,48.81,1.05,1.05,1.05,-0.21
1500.41,11.22,1.69,28.73,42.81,50.22,1.04,1.04,1.04,-0.21
1538.8,11.57,-3.04,28.64,42.73,52.23,1.05,1.05,1.05,-0.24
1531.15,12.02,-2.81,28.61,42.81,50.52,1.06,1.06,1.06,-0.27
1523.27,11.48,-0.23,28.51,42.66,48.08,1.05,1.05,1.05,-0.23
1526.9,11.86,0.22,28.4,42.61,51.69,1.06,1.06,1.06,-0.25
1512.64,11.19,-3.35,28.18,42.36,51.69,1.04,1.04,1.04,-0.18
1537.23,11.65,2.39,27.98,42.37,51.69,1.05,1.05,1.05,-0.23
1502.47,11.11,1.64,27.78,42.09,51.69,1.04,1.04,1.04,-0.19
1460.61,11.24,2.31,27.56,42.06,54.2,1.05,1.05,1.05,-0.25
1383.62,10.67,1.1,27.24,41.79,52.88,1.03,1.03,1.03,-0.24
1505.49,11.79,3.52,26.96,41.55,51.67,1.05,1.05,1.05,-0.22
1543.06,12.61,1.29,26.78,41.3,51.65,1.08,1.08,1.08,-0.25
1519.69,11.67,-2.61,26.55,40.99,51.65,1.06,1.06,1.06,-0.18
1531.22,11.74,-3.63,26.3,40.76,51.65,1.06,1.06,1.06,-0.22
1513.98,11.61,-5.08,26.11,40.6,51.65,1.06,1.06,1.06,-0.22
1527.65,12.15,-4.61,25.94,40.42,51.65,1.08,1.08,1.08,-0.18
1526.19,12.07,-4.82,25.83,40.29,51.65,1.07,1.07,1.07,-0.21
1540.86,12.41,-4.1,25.65,40.16,51.65,1.08,1.08,1.08,-0.2
1524.33,12.74,-3.8,25.51,39.98,51.65,1.09,1.09,1.09,-0.23
1542.36,12.71,-3.86,25.42,39.88,51.65,1.09,1.09,1.09,-0.2
1549.43,13.24,-5.21,25.3,39.74,51.65,1.1,1.1,1.1,-0.22
1549.28,12.56,-6.59,25.19,39.52,51.65,1.08,1.08,1.08,-0.21
1546.3,12.33,-7.94,25.05,39.24,51.65,1.07,1.07,1.07,-0.22
1539.95,12.41,-8.13,24.95,39.23,51.65,1.07,1.07,1.07,-0.19
1541.38,12,-2.83,24.88,39.12,45.84,1.06,1.06,1.06,-0.21
1487.43,10.35,-0.14,24.75,39.12,40.95,1.01,1.01,1.01,-0.27
1408.76,9.85,-4.79,24.58,39.17,39.97,1,1,1,-0.16
1332.42,9.48,-4.23,24.34,38.95,33.32,1,1,1,-0.23
1516.19,10.45,-5.1,24.08,39.07,33.32,1.01,1.01,1.01,-0.17
1545.16,11.09,-3.53,23.93,38.97,33.32,1.04,1.04,1.04,-0.18
1433.15,10.22,-0.71,23.89,38.91,29.38,1,1,1,-0.23
1522.86,10.65,-2.04,23.87,38.79,31.36,1.02,1.02,1.02,-0.23
1507.72,10.8,3.94,23.9,38.79,25.74,1.02,1.02,1.02,-0.26
1530.63,11.68,3.43,23.9,38.77,25.69,1.06,1.06,1.06,-0.27
1529.87,11.68,4.31,23.82,38.62,26.07,1.06,1.06,1.06,-0.23
1528.03,11.92,-4.81,23.64,38.43,33.35,1.07,1.07,1.07,-0.23
1516.26,12.31,-3.73,23.53,38.37,33.35,1.08,1.08,1.08,-0.23
1508.51,12.38,-5.75,23.49,38.21,33.35,1.08,1.08,1.08,-0.19
1522.04,13.24,-9.22,23.39,37.84,33.35,1.09,1.09,1.09,-0.23
1541.77,13.33,0.02,23.29,37.64,23.18,1.1,1.1,1.1,-0.21
1538.77,13.27,1.18,23.29,37.66,22.64,1.1,1.1,1.1,-0.26
1544.76,13.18,-0.54,23.29,37.59,22.64,1.1,1.1,1.1,-0.24
1548.32,12.75,-1.42,23.22,37.59,22.64,1.09,1.09,1.09,-0.24
1543.95,12.58,-4.64,23.14,37.56,22.64,1.09,1.09,1.09,-0.26
1549.95,12.95,-3.59,23.1,37.57,22.64,1.09,1.09,1.09,-0.26
1549.37,12.83,-2.92,23.19,37.59,22.64,1.09,1.09,1.09,-0.22
1541.74,12.53,-1.31,23.1,37.59,22.64,1.09,1.09,1.09,-0.2
1548.14,12.41,1.16,23.08,37.6,22.64,1.08,1.08,1.08,-0.29
1534.34,12.19,1.08,22.98,37.6,22.64,1.08,1.08,1.08,-0.23
1542.27,12.51,-1.74,22.92,37.59,22.64,1.09,1.09,1.09,-0.21
1544.26,12.33,0.44,22.9,37.59,22.64,1.08,1.08,1.08,-0.26
1536.76,11.91,-0.17,22.89,37.59,22.64,1.08,1.08,1.08,-0.25
1541.44,12.24,1.7,22.8,37.57,22.64,1.08,1.08,1.08,-0.2
1519.26,11.98,4.76,22.7,37.43,22.64,1.07,1.07,1.07,-0.19
1534.93,11.53,2.72,22.56,37.4,22.64,1.06,1.06,1.06,-0.26
1537.44,11.33,3.89,22.43,37.37,22.64,1.05,1.05,1.05,-0.24
1513.67,11.77,4.85,22.35,37.28,22.64,1.07,1.07,1.07,-0.2
1524.67,11.5,1.51,22.37,37.27,22.64,1.06,1.06,1.06,-0.31
1519.99,11.24,0.25,22.29,37.26,22.64,1.06,1.06,1.06,-0.25
1535.97,11.21,-0.89,22.29,37.23,22.64,1.05,1.05,1.05,-0.22
1451.01,11.55,-1.26,22.28,37.19,22.64,1.07,1.07,1.07,-0.22
1544.67,11.55,-3.33,22.2,37.09,22.64,1.06,1.06,1.06,-0.2
1531.91,11.77,-0.78,22.14,37.09,22.64,1.07,1.07,1.07,-0.21
1546.11,11.73,0.17,22.09,37.05,22.64,1.07,1.07,1.07,-0.26
1531.58,12.02,1.48,22.03,37.05,22.64,1.07,1.07,1.07,-0.24
1529.86,12.54,0.68,22.07,36.99,22.64,1.09,1.09,1.09,-0.24
1532.37,12.13,3.37,22.1,36.81,22.64,1.08,1.08,1.08,-0.24
1502.28,12.27,3.93,22.1,36.79,22.64,1.08,1.08,1.08,-0.25
1532.38,12.29,5.52,22.01,36.77,22.64,1.08,1.08,1.08,-0.24
1530.89,12.3,5.98,22,36.7,22.64,1.08,1.08,1.08,-0.23
1512.48,12.2,6.12,22,36.7,22.64,1.08,1.08,1.08,-0.22
1533.52,12.47,6.88,22.02,36.7,22.64,1.08,1.08,1.08,-0.21
1500,11.57,-2.16,22.1,36.52,32.3,1.06,1.06,1.06,-0.2
1534.57,11.35,-2.65,22.1,36.66,33.35,1.06,1.06,1.06,-0.25
1491.23,11.05,-0.44,22.2,36.84,33.35,1.05,1.05,1.05,-0.22
1465.61,11.28,5.31,22.29,37.03,33.4,1.06,1.06,1.06,-0.21
1465.49,11.02,-3.69,22.45,37.05,40.98,1.05,1.05,1.05,-0.25
1519.31,11.07,-4.68,22.58,37.2,41.01,1.04,1.04,1.04,-0.17
1507.73,11.37,-1.28,22.71,37.29,37.68,1.06,1.06,1.06,-0.24
1510.99,11.89,-0.38,22.85,37.49,38.79,1.07,1.07,1.07,-0.19
1528.67,12.66,-3.11,22.94,37.41,41.28,1.09,1.09,1.09,-0.27
1504.16,12.66,-5.57,23.12,37.43,41.29,1.09,1.09,1.09,-0.27
1510.82,11.27,-1.67,23.3,37.52,39.52,1.05,1.05,1.05,-0.25
737.9,11.01,-0.74,23.64,37.86,40.98,1.42,1.42,1.42,-0.06
1549.66,12.51,-2.75,23.97,38.01,40.98,1.08,1.08,1.08,-0.22
1549.27,12.01,-0.22,23.97,37.73,40.62,1.07,1.07,1.07,-0.23
1549.99,12.72,3.54,24.21,37.95,41.13,1.09,1.09,1.09,-0.2
1549.33,12.47,-5.79,24.41,38.16,43.18,1.08,1.08,1.08,-0.19
1542.44,12.25,-1.47,24.72,38.35,40.18,1.07,1.07,1.07,-0.22
1547.11,12.03,-2.17,25.05,38.56,39.62,1.06,1.06,1.06,-0.18
1534.13,12.12,3.12,25.42,38.92,41.66,1.07,1.07,1.07,-0.2
1540.59,12.59,-2.71,25.7,39.17,46.08,1.08,1.08,1.08,-0.22
1527.62,11.79,-2.04,26,39.42,40.38,1.06,1.06,1.06,-0.2
1549.75,12.39,-0.41,26.36,39.83,45.43,1.07,1.07,1.07,-0.21
1542.67,12.15,-3.06,26.56,40.02,49.13,1.06,1.06,1.06,-0.23
1534.5,12.36,-2.05,26.87,40.29,41.58,1.07,1.07,1.07,-0.24
1542.86,12.73,3.38,27.24,40.58,42.04,1.08,1.08,1.08,-0.17
1549.09,12.64,-0.82,27.57,40.85,50.46,1.08,1.08,1.08,-0.19
1528.23,12.69,0.27,27.75,41.04,44.51,1.08,1.08,1.08,-0.22
1545.66,13.02,0.37,27.9,41.23,50.06,1.08,1.08,1.08,-0.24
1542.25,12.68,2.6,28.15,41.35,47.25,1.08,1.08,1.08,-0.24
1535.52,12.65,1.26,28.38,41.59,53.47,1.08,1.08,1.08,-0.19
1548.12,12.53,-0.02,28.55,41.78,47.19,1.08,1.08,1.08,-0.25
1541.3,12.55,1.59,28.78,42.05,49.76,1.08,1.08,1.08,-0.27
1537.33,12.11,0.51,29.14,42.25,57.61,1.07,1.07,1.07,-0.25
1535.8,11.81,0.48,29.39,42.54,47.09,1.06,1.06,1.06,-0.21
1508.34,11.6,2.46,29.4,42.85,51.72,1.05,1.05,1.05,-0.25
1454.43,10.7,-1.64,29.52,42.9,51.23,1.03,1.03,1.03,-0.23
1484.15,11.21,1.62,29.69,43.03,53.67,1.03,1.03,1.03,-0.21
1421.67,10.7,0.97,30.06,43.32,44.62,1.02,1.02,1.02,-0.24
1376.67,10.35,-1.28,30.45,43.7,45.54,1.01,1.01,1.01,-0.24
1403.2,10.46,1.07,30.6,43.82,41.48,1.01,1.01,1.01,-0.25
1432.98,10.94,-0.53,30.82,43.98,53.38,1.03,1.03,1.03,-0.18
1217.49,9.29,0.33,30.88,43.95,50.54,1,1,1,-0.25
1226.49,9.46,0.85,31.03,44,55.19,1.01,1.01,1.01,-0.18
1170.47,9.29,0.94,31.25,44.25,56.01,1.01,1.01,1.01,-0.26
1248.72,9.8,-0.11,31.49,44.49,57.03,1.01,1.01,1.01,-0.15
909.24,8.04,1.02,31.63,44.43,50.1,1,1,1,-0.23
976.12,8.48,1.09,31.86,44.6,47.6,1,1,1,-0.25
1032.1,8.72,0.92,31.96,44.69,50.69,1,1,1,-0.24
920.02,8.12,-2.48,31.9,44.42,54.76,1,1,1,-0.25
641.61,6.96,0.91,31.96,44.39,53.41,1,1,1,-0.25
810.13,7.45,-2.7,31.96,44.29,56.23,1,1,1,-0.33
687.06,7.27,-0.93,31.98,44.29,50.57,1,1,1,-0.21
472.67,5.97,-1.56,31.92,44.18,55.49,1,1,1,-0.27
645.02,6.7,-1.54,31.99,43.92,47.21,1,1,1,-0.26
512,6.11,2.58,31.99,43.73,46.92,1,1,1,-0.26
495.29,6.18,-0.97,31.99,43.61,62.29,1,1,1,-0.23
458.63,6.09,-0.59,31.9,43.49,44.4,1,1,1,-0.27
491.58,6.01,1.44,31.9,43.26,37.13,0.99,0.99,0.99,-0.22
436.32,5.85,0.85,31.92,42.98,55.09,0.99,0.99,0.99,-0.26
414.8,5.47,1.99,31.93,42.9,51.08,1,1,1,-0.24
427.89,5.67,-0.49,32,42.82,48.38,0.99,0.99,0.99,-0.24
434.48,5.95,-0.41,32.08,42.67,60.55,0.99,0.99,0.99,-0.28
382.58,5.45,0.9,31.98,42.57,53.58,0.99,0.99,0.99,-0.23
489.54,6.21,-0.86,31.89,42.41,55.69,1,1,1,-0.24
565.94,6.53,-1.73,31.79,42.21,54.78,0.99,0.99,0.99,-0.25
442.22,5.95,-0.82,31.71,42.06,55.29,1,1,1,-0.24
379.68,5.5,-0.26,31.68,41.99,61.43,0.99,0.99,0.99,-0.24
366.42,5.44,-1.58,31.6,41.76,54.47,0.99,0.99,0.99,-0.26
402.37,5.82,-0.23,31.59,41.78,69.04,0.99,0.99,0.99,-0.27
294.14,5.03,1.86,31.56,41.46,67.23,0.99,0.99,0.99,-0.27
387.23,5.73,-0.59,31.4,41.35,64.86,0.99,0.99,0.99,-0.25
340.66,5.37,0.65,31.29,41.23,71.53,0.99,0.99,0.99,-0.23
413.34,5.99,0.29,31.19,40.91,70,0.99,0.99,0.99,-0.26
471.07,6.26,-1.17,31.07,40.97,69.28,1,1,1,-0.26
440.83,6.14,1.37,30.99,40.77,69.28,1,1,1,-0.25
405.66,6.02,-3.51,30.85,40.62,69.28,0.99,0.99,0.99,-0.24
297.2,5.2,-4.42,30.77,40.38,69.28,0.99,0.99,0.99,-0.23
276.93,5.08,-2.3,30.62,40.15,62.18,0.99,0.99,0.99,-0.22
238.54,4.76,-4.88,30.53,39.95,61.69,0.99,0.99,0.99,-0.23
303.17,5.35,-1.54,30.43,39.85,54.06,0.99,0.99,0.99,-0.23
320.32,5.42,-2.46,30.38,39.79,49.61,0.99,0.99,0.99,-0.24
280.08,5.04,-2.98,30.28,39.61,42.94,0.99,0.99,0.99,-0.24
227.73,4.59,-3.35,30.17,39.35,34.56,0.99,0.99,0.99,-0.23
488.45,6.28,-1.93,29.97,39.3,12.21,0.99,0.99,0.99,-0.27
802.05,7.78,4.22,29.92,39.71,9.25,1,1,1,-0.27
1074.46,8.83,0.78,29.87,39.79,12.2,1,1,1,-0.2
1079.95,9.07,-0.36,29.7,39.77,17.79,1,1,1,-0.19
1033.42,8.71,-4.48,29.61,39.74,19.79,1,1,1,-0.25
1095.11,8.99,-5.03,29.44,39.94,19.86,1,1,1,-0.23
1154.13,9.07,-3.89,29.32,40.08,19.86,1,1,1,-0.25
1191.08,9.33,-2.81,29.13,40.15,16.73,1,1,1,-0.29
1184.36,9.25,1.05,28.96,40.22,12.31,1,1,1,-0.26
1102.85,8.85,-0.26,28.83,40.32,12.3,1,1,1,-0.27
1174.65,9.21,2.93,28.76,40.42,12.3,1,1,1,-0.2
1240.05,9.39,0.82,28.62,40.45,12.3,1,1,1,-0.26
1288.81,9.66,2.95,28.49,40.45,12.3,1,1,1,-0.3
1344.52,9.83,0.96,28.31,40.38,12.3,1,1,1,-0.22
1280.48,9.63,-0.43,28.09,40.35,12.3,1,1,1,-0.25
1326.87,9.72,-0.77,27.93,40.33,12.3,1,1,1,-0.24
1414.53,10.17,-3.68,27.75,40.29,12.3,1,1,1,-0.27
1426.46,10.17,-2.17,27.63,40.25,8.04,1,1,1,-0.24
1406.81,10.06,-0.81,27.5,40.26,4.71,1,1,1,-0.23
1396.23,9.99,-2.22,27.37,40.16,4.71,1,1,1,-0.2
1417.01,10.13,-0.82,27.24,40.32,4.71,1,1,1,-0.26
1474.1,10.63,1.55,27.2,40.44,4.71,1,1,1,-0.24
1465.14,10.53,1.23,27.13,40.44,4.71,1,1,1,-0.2
1541,11.31,2.34,27.03,40.44,6.94,1.03,1.03,1.03,-0.26
1550.26,11.54,0.23,27,40.38,12.34,1.05,1.05,1.05,-0.21
1544.44,11.33,2.69,26.96,40.49,12.36,1.04,1.04,1.04,-0.24
1536.32,10.97,0.37,26.83,40.47,12.37,1.03,1.03,1.03,-0.25
1549.8,11.39,2.29,26.79,40.43,12.38,1.05,1.05,1.05,-0.21
1526.47,10.96,2.83,26.79,40.5,12.4,1.03,1.03,1.03,-0.21
1492.88,10.46,-0.95,26.69,40.49,12.4,1,1,1,-0.22
1504.41,10.64,-2.14,26.6,40.44,12.4,1.01,1.01,1.01,-0.32
1509.09,10.67,-1.88,26.6,40.49,12.4,1.01,1.01,1.01,-0.25
1508.65,10.73,-5.34,26.6,40.42,12.4,1.01,1.01,1.01,-0.23
1521.76,10.8,-1.54,26.61,40.54,12.4,1.02,1.02,1.02,-0.24
1519.59,10.88,-2.79,26.61,40.61,12.4,1.02,1.02,1.02,-0.3
1398.11,10.48,-0.43,26.6,40.69,10.43,1.03,1.03,1.03,-0.19
1360.73,9.9,-1.64,26.08,40.39,4.78,1,1,1,-0.29
1408.29,10.14,-3.26,25.95,40.41,4.08,1,1,1,-0.23
1408.19,10.07,0.81,25.52,40.1,1.38,1,1,1,-0.22
1479.93,10.49,-3.19,25.47,40.14,4.77,1,1,1,-0.22
1550.02,11.34,3.14,25.53,40.09,6.24,1.04,1.04,1.04,-0.24
1539.82,11.34,-3.26,25.7,39.97,12.44,1.03,1.03,1.03,-0.19
1549.84,11.39,-2.54,25.7,39.9,12.44,1.03,1.03,1.03,-0.25
1533.18,11.31,-2.13,25.62,39.97,12.44,1.02,1.02,1.02,-0.2
1494.68,10.88,-3.18,25.54,39.96,12.44,1,1,1,-0.25
1460.18,10.64,-4,25.35,39.81,11.13,1,1,1,-0.26
1466.24,10.86,2.71,25.17,39.8,7.27,1.01,1.01,1.01,-0.28
1543.35,11.5,-1.38,25.12,39.72,10.98,1.04,1.04,1.04,-0.26
1546.78,11.42,-4.28,25.16,39.62,12.51,1.03,1.03,1.03,-0.2
1422.55,10.52,1.2,25.08,39.58,8.42,1.02,1.02,1.02,-0.21
1209.65,9.31,-2.65,24.8,39.36,12.6,1,1,1,-0.31
1397.94,10.06,-2.09,24.64,39.2,12.61,1,1,1,-0.29
1464.29,10.98,-0.98,24.68,39.25,7.86,1.03,1.03,1.03,-0.28
1550.32,12.8,3.15,24.86,39.29,4.98,1.08,1.08,1.08,-68.4
1440.22,10.69,-0.99,24.98,39.13,2.8,1.01,1.01,1.01,-201.28
1507.14,11.04,-0.11,24.85,39.01,-2.61,1.03,1.03,1.03,-86.94
1522.57,12.22,0.52,25.21,39.37,-2.63,1.07,1.07,1.07,-169.72
1482.85,11.98,-2.01,25.21,39.32,-2.64,1.07,1.07,1.07,-40.9
1482.13,11.6,-1.86,25.1,39.34,-2.64,1.06,1.06,1.06,-0.19
1411.06,10.44,-0.18,24.85,39.24,-2.65,1.02,1.02,1.02,-0.28
1465.99,11.4,-0.69,24.77,39.19,-2.68,1.05,1.05,1.05,-0.24
1483.45,12.72,-2.39,24.79,39.13,-2.68,1.09,1.09,1.09,-6.66
1476.88,12.68,-1.83,24.81,39.01,-2.68,1.08,1.08,1.08,-3.32
1460.64,13.09,-2.25,24.9,38.85,-2.68,1.1,1.1,1.1,-0.28
1533.1,13.83,-1.75,25.02,38.83,-2.68,1.11,1.11,1.11,-0.2
1541.85,14.3,-2.36,25.11,38.77,-2.68,1.12,1.12,1.12,-0.2
1535.86,12.81,-3.19,25.2,38.73,-2.68,1.09,1.09,1.09,-0.27
1516.43,11.01,0.81,25.2,38.97,-2.68,1.03,1.03,1.03,-0.25
1543.78,12.72,0.21,25.41,39.29,-2.68,1.08,1.08,1.08,-0.25
1508.18,12.18,0.21,25.56,39.4,-2.68,1.08,1.08,1.08,-0.21
1493.89,11.07,1.28,25.77,39.59,-2.68,1.04,1.04,1.04,-0.27
1517.56,12.07,0.29,26.01,39.87,2.86,1.07,1.07,1.07,-0.25
1515.91,10.98,0.42,26.22,39.93,0.59,1.04,1.04,1.04,-0.15
1396.63,10.24,1.97,26.41,40.13,0.69,1.01,1.01,1.01,-0.19
1529.52,11.74,0.49,26.85,40.47,12.39,1.06,1.06,1.06,-0.3
1537.95,12.24,1.37,27.17,40.78,12.78,1.07,1.07,1.07,-0.27
1515.85,12.26,3.26,27.39,40.98,12.78,1.07,1.07,1.07,-0.24
1518.48,11.87,0.95,27.65,41.11,20.13,1.06,1.06,1.06,-0.26
1512.33,11.44,0.83,27.89,41.3,21.03,1.04,1.04,1.04,-0.23
1489.15,11.58,-1.38,28.2,41.53,20.81,1.06,1.06,1.06,-0.24
1470.04,11.59,1.05,28.56,41.83,21.37,1.05,1.05,1.05,-0.25
1490.43,11.91,-1.69,28.76,42.03,27.05,1.06,1.06,1.06,-0.26
1534.06,12.57,0.97,28.97,42.15,23.49,1.08,1.08,1.08,-0.28
1534.51,12.86,-0.36,29.19,42.38,27.15,1.09,1.09,1.09,-0.28
1518.18,11.92,1.62,29.45,42.54,24.98,1.06,1.06,1.06,-0.22
1548.72,12.7,0.85,29.59,42.87,26.19,1.08,1.08,1.08,-0.23
1537.17,12.72,2.01,29.66,42.88,23.46,1.08,1.08,1.08,-0.24
1537.67,12.3,0.16,29.84,43.06,23.42,1.07,1.07,1.07,-0.25
1501.7,12,0.51,29.99,43.09,28.72,1.05,1.05,1.05,-0.23
1510.87,11.77,-1.6,30.26,43.39,28.74,1.05,1.05,1.05,-0.24
1498.39,12.01,1.29,30.44,43.59,24.36,1.05,1.05,1.05,-0.2
1493.51,11.8,-0.91,30.67,43.76,36.57,1.05,1.05,1.05,-0.19
1445.7,11.26,-0.96,30.98,43.99,34.42,1.04,1.04,1.04,-0.2
1506.21,11.98,1.97,31.24,44.13,29.81,1.04,1.04,1.04,-0.21
1433.42,11.31,-1.36,31.28,44.17,22.82,1.04,1.04,1.04,-0.23
1491.39,11.44,2.26,31.4,44.34,18.88,1.04,1.04,1.04,-0.25
1435.32,10.88,0.45,31.52,44.51,26.55,1.03,1.03,1.03,-0.24
1482.57,11.63,-1.04,31.61,44.59,21.99,1.04,1.04,1.04,-0.25
1433.16,11.21,-1.71,31.59,44.72,30.98,1.03,1.03,1.03,-0.22
1375.1,10.41,1.67,31.63,44.62,21.21,1.01,1.01,1.01,-0.22
1459.32,11.1,0.05,31.71,44.76,32.7,1.03,1.03,1.03,-0.24
1321.73,10.04,-2.43,31.65,44.71,27.45,1.01,1.01,1.01,-0.24
1327.5,10.15,-1.48,31.91,44.85,30.68,1.02,1.02,1.02,-0.23
1394.75,10.72,0.52,32.22,45.22,21.69,1.02,1.02,1.02,-0.23
1214.68,9.47,-0.08,32.11,45.13,18.4,1.01,1.01,1.01,-0.22
1350.54,10.37,-0.17,32.05,45.11,19.37,1.02,1.02,1.02,-0.21
1248.05,9.77,1.57,32,45.06,20.55,1.02,1.02,1.02,-0.21
1205.75,9.5,1.28,32.02,45,24.07,1.01,1.01,1.01,-0.17
1179.16,9.3,-1.23,31.89,44.95,19.43,1,1,1,-0.18
1323.64,9.93,-1.26,31.84,45.02,19.71,1.01,1.01,1.01,-0.29
1243.01,9.51,0.42,31.7,44.79,10.12,1,1,1,-0.25
1132.48,9.03,-0.8,31.61,44.74,15.83,1,1,1,-0.27
1048.09,8.67,2.47,31.45,44.53,11.93,1,1,1,-0.28
913.64,7.99,2.37,31.4,44.43,11.35,1,1,1,-0.13
842.34,7.85,0.5,31.4,44.35,10.66,1,1,1,-0.23
979.61,8.32,-0.04,31.3,44.24,14.34,1,1,1,-0.33
895.58,8.07,-0.27,31.13,43.88,16.23,1,1,1,-0.22
1262.39,9.7,-0.24,31.07,43.83,15.26,1.01,1.01,1.01,-0.27
792.45,8.12,-3.67,30.73,43.59,39.17,1.01,1.01,1.01,-0.2
708.41,7.15,-6.8,30.48,43.35,-26.92,1,1,1,-0.21
487.4,5.94,0.63,30.2,43.07,-50.69,0.99,0.99,0.99,-0.26
200.65,4,-5.28,30.01,42.73,-79.22,0.99,0.99,0.99,-0.23
19,1.57,16.24,30.17,42.93,-59.8,1.31,1.31,1.31,-0.14
-0.3,2.98,33.18,30.94,44.74,-46.79,1.9,1.9,1.9,0
-0.3,1.52,21.31,32.08,45.85,26.36,1.9,1.9,1.9,0
